cust_id,revenue_2018_2019
apfizzi7s5atk5qj,0.00
5qibkc7ugsrg7b33,69.95
e7lj4vd27bttfdog,0.00
jaaq33np6nppbini,112.50
4ofx2nej5ylmfkcw,0.00
erh6ricrsrccfxux,0.00
srjma3s2phu5zjuo,157.30
upzqiqwfqsubtmbj,90.94
m2teqtqdlnqe5ajw,120.90
hbl5rq3iy7qfutcy,0.00
r3agfir5red2bqyh,0.00
t47tjb2ylw55pydm,826.45
4osxnzyefcs3gdzn,0.00
24p3bzjlb4k3ru7p,0.00
hh5klgyxn7nn6myz,131.90
pulsz2cx5inal7cj,0.00
z6vjc3ukqgt45r7b,226.80
yn6vnficw3qunoyz,0.00
zmz2q2c2bgdaxtyf,0.00
v46xsyt2p7ttc665,0.00
l27i4afbyfeybz45,0.00
hw2e6wrx22jdmt3f,0.00
znjn7v352yclmjli,17.98
hbelabeamdd4fnac,0.00
wi4gxsajgombxpik,0.00
ynfeyoa53c5icmkr,0.00
rqz5cbuobwvtjn4l,106.12
ex7v5gytcj46g5vg,62.95
z7ejlnedizmx2277,0.00
qe5q5kvvj7pbyev4,0.00
x6vhvmmnon74h2gn,0.00
73o4d75iapt2q4g2,0.00
3qzykzkjw2gcavee,208.25
iqk6lq664g6f2pst,0.00
u35ji4kqumdr4bvm,0.00
p7hfphcgb7goffp7,0.00
fgm73giscm3gcswz,0.00
mrzs5pxx7l4yyylq,68.76
nmse26rkb4xcketk,0.00
mv6kav5nrnktgjur,35.00
henf7qeim7ffawrp,0.00
qqbp2z2zazjc4xvr,0.00
n65fdzyf7dbzd2hu,149.30
obrum7323h3xiolh,53.95
gh5vos4gydkre4k4,50.35
qg4mtzeck2grgqbj,0.00
xcrkxjv7kdswkjul,0.00
jzbwhatnva2bzlzu,0.00
cado3j26bzx5sxj5,0.00
7lqckyvrcgmcnwjp,194.82
wxn557xv6lj4shko,204.93
ev7xx4vlcpsjr64g,0.00
2hajvxim52sdalvj,180.91
dr7p2ywls7uifdbj,0.00
tugyvgpf5vk275p2,0.00
kfezwhpinwrmac3z,0.00
gcqk3kyflw5ihwda,0.00
rsttufxnizfiyppc,0.00
qh5vf3b563bmlar6,0.00
vyyyzbf25oun6hip,51.97
omxveulqqx3l63u4,110.00
y2kdfwi5qyivrk2j,29.95
h7hpnvzqkgemmjih,0.00
z72r55umzklqak3h,0.00
t3ztm4pkezfqtfr4,0.00
xcf3prx6arvjevjw,0.00
gvxzclbuz3hn5rgh,0.00
6v5oyv4m3evvucs3,0.00
dh6jipvmb3ziejb3,0.00
6zqezkbfozygzume,0.00
kpdr5txrzjcyv2a4,0.00
5brgqebcfzmb7rdg,0.00
xnc55nm7trkq2dky,0.00
mht24qcnbovarj77,827.02
3s2roo5k5akdrlmq,526.11
rwbtbmmykk36iget,0.00
mbm6jzamnse6tzhg,0.00
25ajewkinbacnel4,0.00
cpxrmqzjs6yhmthg,0.00
6w52t25vjcgnor7b,0.00
4wusx3p6elmusknq,35.95
zcjdyvbz2m6en4w4,0.00
sncw3vskk6loi2z7,51.42
z2yb5oda5u2krlpk,0.00
kse6hdrenyupramp,0.00
4jfcsuucwpvfkqe4,0.00
do2ow7it5nlx3iyz,115.61
oq3sq4ptzsarxcvq,0.00
mc6o2wjyordnkx36,0.00
m6csdsr2m6swto6z,0.00
oigpi553a2hnjvtm,0.00
wla6jg67zltbxztp,0.00
czncl64m6umey4ek,0.00
qh4cpws6erzfw2ti,183.35
h4slhynsrlxeswuf,62.95
gk4357jee5fnuq2x,219.74
rfurvmnr67e3pd5z,27.57
x23ootkvui2pxjcn,49.95
l46fye7ou3r54xem,0.00
ofrszly6oly7zhyi,0.00
st4wyydycf3hmylo,0.00
ostzraqc66xn6ebb,374.08
phaz2supgpy2k5vb,522.34
rfh5ctw4r6mfj2ak,0.00
7yhrtaejz2vepcwo,314.81
jvh4i4l2l2ceoyv7,0.00
h6zkcqw66zoip664,68.35
yr36hndm4iztcazg,0.00
jfljj7rtqranh3gd,0.00
5wwsnraira2phkid,0.00
vm5fb34vfneuyf2f,159.46
24mhdde2reitdf2r,0.00
p7fewatpmrrsxsvu,0.00
fmroiomj5mbduhiy,0.00
dcec7t7mseo6rkij,159.45
233c5fxgl4jgisp4,77.50
tnxeeiex3hwhrrjv,0.00
4hcgptslrlsmpej3,201.75
cgdenj7573fqyywn,0.00
er6s7azczl2geye2,31.95
gcnedjt2psr4zb63,39.95
jk5zqsqeev3ojutd,118.70
q3co4lmuc4mbiayu,0.00
ez76atdg4bhp4nak,341.46
vkbfu7tn7t6dro2w,0.00
kkgmuja7fz3jtq4o,0.00
z5ovb7udrsdaacsd,0.00
sidq6sfcoe2gwj5t,37.98
6ziuq67t47ialdlq,35.97
svfoqtohldxlufun,395.12
bez7wc6jvjarmn3b,0.00
hfxaxxixwyruv5ne,132.76
3lxts2q6aosust3i,0.00
xicpbj5gz5wjyq4u,51.96
55k4bzhawhjijexz,0.00
ufjidvbpgzqsrboc,0.00
awqwvzpq6gfaudcu,0.00
zt2ggwulkm3oxntr,0.00
rrpwmrbegncz62cz,150.95
mifblrpy4dflkcf3,56.00
elplwkqza2z5uwcc,89.85
42j3x4beztmwlklx,99.95
uorkz4qbsmonpte5,183.95
735wfqijvzon2vmw,89.95
4rzvjdhhay577z5s,0.00
zagkdukx7a6hb7ye,0.00
w2cn7ixt6yhja655,0.00
3fz2bfxlngqhepzr,0.00
kyb3chewnnsapb6d,127.30
mgt7hcrs4w5uuuip,248.32
qndfftf3obg62rd6,0.00
47tlrlui2i2arowg,0.00
3g2zzokgzaym333p,0.00
fikfpgicd75q4njh,0.00
pxrtvw4mgml3rvui,0.00
gavh64ke5aac5bxy,0.00
ht2nah3aqpmz4iqb,233.78
42hszo5v3szod7j5,153.00
z45aa5vr3lobtse7,0.00
msplba353yh43bo5,0.00
lx427p7swqwqbxkr,931.76
s5b4gjnign6h5fj2,0.00
gfyvu3y74lghqet4,126.00
s7lblgbzeeeqf27s,0.00
6jgatchu2zhaathz,62.95
jttlayako632zakr,0.00
we5grqusosd5252p,0.00
lwytniwrotztgese,0.00
ol6be7tyohiktlqz,0.00
nlclntahkmzibey7,0.00
4hx7ae4nplhvu6ow,0.00
p25gah6scunamkja,0.00
7jdodigjluqdvuxc,0.00
6upvr76bzo5suru2,0.00
3lmszofmase5fk3r,0.00
o7copxfacwgweamc,0.00
sgdwxqcldjjsfqli,0.00
6hf5rgz4oeqgr2u7,336.89
qdcoevfdw7d5qgoh,0.00
pdm5vutigqvbznt3,0.00
wlr5pjohqis7g4fj,0.00
qaxmwvnurjompugc,0.00
7xnrpmaewmli7chg,98.90
usn4rab2mtfoyak5,132.65
3efc23gyehwenwct,135.90
2jvlfp3ax4iwxhzs,0.00
lamkanckwnvkhg73,0.00
ujpsqv56ps4j6rjk,0.00
wqkowjymxb7llxja,0.00
2ytlhrlzo4icd5qr,49.95
nt7wfy7ogzrlwjbn,173.49
wgaf3ikuccscpyu6,0.00
wu3y3xk7nlyiidsa,0.00
n47dedl7kkcilyxz,0.00
y72do76ljt723rjg,89.95
numumphuwo3takqf,254.57
bfp6q5ycpbe6qdnz,145.00
kuomamf4d43rraip,158.85
wqgai7widzb4z7nf,0.00
633kaby5rvpugnxb,121.97
uuxm2ufspbsintk6,175.85
gbl36lhql6f5en5d,0.00
72iervw7eiec22vm,29.97
tvols6piqbg2ljcq,29.95
qqsh5aswndddrz7a,45.96
cspqrzjbp7pf44ci,0.00
b6qbec4d5bhvm5pe,0.00
vfwkvo3y7fdmj6ff,89.95
2l7vjkv5ku2tuhtl,0.00
ix36at6r2khzwb4u,0.00
a7hxojspfczt77zy,208.95
pc74ht2ddxr4muxg,535.57
bghqgyg3pdfzvcwc,246.33
qkdlv5zju7wtvfea,0.00
akwpqyj4kdblladr,0.00
onfunuuvaa5qb4bv,159.95
c6ummje2qhfmkart,0.00
il46rtkecg7u7x2a,0.00
ppg45d2glhyn7r5d,0.00
g7447xdwdad5jetb,179.85
ucsi75nlmt5kcd7a,0.00
g34fspghad7y6put,0.00
amxug6faziseb4m6,0.00
7w4n6av5vxnfdx66,99.95
vu4xqyl5tyijxglk,0.00
w5of54hnkojn5wjm,285.57
jy56khmtclbwnrdw,0.00
2lfsmdppni5ccnz6,190.95
l4brv2f42yxpkfw3,0.00
ftgsbvs7vad723ix,233.74
6lb354ik2h4ka4gz,663.71
brmcqcwjxkhinyyo,132.00
rrwuuyf5vqavd63i,179.90
5c3sysuzjkup5v7f,29.95
5jj2ow6abffxgj6i,157.71
pkyumvk2mvgwyect,152.91
7o6b4rjpqp6fmc7n,218.42
e76sacetig43zwfp,0.00
mflwfvcp4kndyn4h,0.00
v4ql26isqa6rxt5k,217.90
mlep6kpcsjmmy246,0.00
frzzwmjmys54dtsg,89.95
d3g57tgqxmkutwrq,60.77
oxahet3f7mx37txg,0.00
omdoueheiarp2b3w,0.00
w2sn6wpsj6eoqnew,0.00
doh4yr67zbgsdat3,0.00
2jzfg42wnyo4rtco,179.95
zehlprpucdh5qmxx,109.90
j3d6ubhxxz6hxqhi,0.00
hwhqkoc7nvlg2huw,35.95
clvkds5mbwvft6jk,556.60
jqfbagbksfsj2twx,53.95
aqwdd57y4l7i6voh,62.90
rdhpgsop5pxblrkk,642.63
elyz5g3rgamlf67b,634.27
jwg4oid6edzavkzh,0.00
6skom6xc42vywbqv,0.00
o6wb7ufmvbjhegzy,0.00
qm4a5akzuygdgbag,319.90
23onlvhk5rgsquen,0.00
vssbuh34l5jh35dy,260.85
bgb2347glvw6mc6u,0.00
gafvuawamd2e2neo,231.91
dpolyu2lmfwpo3ud,567.60
csw7osystjpuy6yw,59.95
rcrpm2nq3x6obqq2,265.01
wu3njsiooogr22xq,0.00
fkxzum6vscmq6bkh,0.00
kgp2gqhxxmvkg7dv,141.27
yjsiidvkzbluyai6,0.00
itea6cknu6oyzxfq,0.00
7kz3otoxpcz3nfme,0.00
rtuf4yfdvj53pftg,0.00
q4675yinoyed7aow,69.95
ngalkpt5yao2dae4,0.00
3f2kkvgze5gyos4h,151.89
f2vrofcwv5eswht3,0.00
av7qdgdtstvkirtf,0.00
3se72dgjepn6lyun,0.00
3uxpyvv4bjtll5ls,0.00
thvdegqxw3cyxsdc,0.00
ifdktsqtk2evphhv,0.00
egbsjdgjfjs3o4sp,633.00
pta75y4myqe5g7fb,0.00
npwden3loxo423as,0.00
osdqc25xu25djtoo,0.00
xrspq4ty22zm7ofj,0.00
k5tz75fouiyrmm4e,0.00
drylazq77bf3ya4s,0.00
5usctlsjz2jrxypi,0.00
dxiyqgpua2zrhqqm,0.00
sg45arv5boyspmwr,0.00
pff67a45ikxt3fbn,0.00
63syh24p3wltihjq,170.00
qyti7ulblxwbkikx,169.90
ufn2l257mjyzwo5q,374.71
cavkkf7km6kmg6cl,210.25
uxwfrb4lkt3mgni2,0.00
wqr3t2m26dfycdob,0.00
j4ozhaa7oe45r43u,74.35
s65i4bbgwpyk4rtg,0.00
2ew4af4ftxxhupsj,0.00
kbowuqkgm4kwizoa,0.00
7qph3tpdaoyxf5yn,0.00
zy33edb7w2c4jk7k,0.00
56zhkykdlfewbmr6,0.00
dxs4t6vzwfaf2n7m,0.00
pbbq5ziwsiog5pvg,0.00
knzl2nx7s5ntuy75,0.00
nh7mktxny2mq76bf,0.00
6wrvhqqdsy6xxedp,0.00
wfahs2t3puggu57e,171.72
b6sd43dh76yeifg7,0.00
cg24qi6pibixcppb,104.30
ohxcroy6jtw5lfic,89.95
6uq66n4xzjilu4he,0.00
tu2jnjdhjcwdhftx,0.00
5wwnaa262i52l2zv,0.00
hxf5l5v3iha47kbt,287.52
qcsoa7mknzjskosy,232.83
wrwt24kjploqezfo,102.40
kigx4bjtffcaqxtb,192.95
gw5bvggvpgqdtxvr,0.00
7swrj4lnuwjpi6ef,0.00
bgb7ovxhftbbil5f,0.00
5flyj57vijzj6fl4,0.00
fkzy64m7dmalrshl,0.00
zz3i7hyxrvdt5e7q,0.00
ng5abpdlh2sbepg2,0.00
l4i32lvel7mlrxs3,49.95
vcp7o7iha7aokdaf,236.90
f2ivoenneyie3m66,0.00
niovnwdyywqu35ja,348.98
tpe56dkssb5ap6rp,0.00
xjig4ggaobvlep57,0.00
waa56uwvcewf653y,0.00
433oqkworw6pzbph,0.00
ypa24mkp6lrbc6dc,0.00
udioa5iv4ukeaboz,0.00
5yv4neoic3izm7an,0.00
zwmqge62dyjvigcc,314.95
ryxc4pkmj54cqy77,175.96
s5ol5kduipqsvtvq,59.35
x6k3inny6i2revgi,0.00
hb7sbutlvemss7ge,0.00
6apuaheru3e3ssbl,807.26
i7zupd2kcacyk4o2,60.00
wyngbgpz4xkaosdp,404.85
rajyisjsxonfgill,0.00
hqeabmcsd5dv6gs6,59.95
neaay4ckcflrzqh4,234.41
xm2mn4olkq7vit4p,0.00
lisvqo2433ar7ro4,161.51
iqga22ld2fohqjzl,82.14
k4h3ziu54cmfbokv,0.00
xmqewi6f2aji3vhu,0.00
alm477lty36wgdkl,0.00
mdl6wstl6jp3lukf,149.36
vwoy3wytt2kw34be,58.26
ycdvw7p4wywil3x3,0.00
3lm26fatdfjdwfuz,0.00
qi5ujfw6titj632x,0.00
6fkyky2cyjrcqkro,0.00
lmfrsdycpwclfmzt,0.00
zuulazp4yuoump64,878.19
lf4ixuhw4biv6o6v,94.35
pnxysdakexgk4fhp,54.00
27pppbibybb42e5p,90.42
ctoudexg3dwmszu4,104.86
lopwkty4yutgbtzd,59.95
chgqen3lvwfw7qso,0.00
xoj6whsmfu4zw6wc,0.00
4xdumbfxukch3gpi,44.95
iekq4iemehqbb3mb,0.00
k24k7sa6v4d2u7hh,69.99
vt674toqp2mcqgsi,0.00
6jxl5bjgxz623fxk,0.00
ye5nksqemsj4sjfi,0.00
7m2f7hlnwrkr2yj7,352.30
afv6dgqzjm5yr3yn,29.95
gw7mvzgazkq2naaq,0.00
22dq2vrysvzhy4vx,0.00
zer5dpvnbz2adfza,0.00
y3v37tvokn43476t,79.90
pnwtfz6zvurwca25,62.95
ezjklidf3vxepxdy,101.86
mka2szdqcea3nemr,232.22
lf4bp2uhmdnb4weq,266.88
punw5cqkqsyqepgq,0.00
lxhxud4ospz4t2uu,0.00
4itqppvkld4p2npo,0.00
cnfpftmwesdvk44y,291.47
pxlha3rqobcxocpa,263.60
ld5qlaqavrcixaxj,0.00
vyknsbz5wjxonkep,0.00
n5hxbj4p2quxwf7r,0.00
u7rfghcyxscoi66k,0.00
twbjq7wcxeerguv5,0.00
6ou776s5zircmqlh,197.00
ve7dwlrlqh2e6inv,0.00
fxugx54oetwfyriv,0.00
op5n65iy3ftppoij,0.00
7crrw5aahy2di3mc,0.00
eqc2xlrjj42olgag,457.66
vyc5pm6ttylsc4kn,0.00
v6ts3nugp5vpiv7u,0.00
hegzz6mbexonqwn5,0.00
2gdb22xgsj3hsoox,0.00
j2uz5gdzgni6njpt,0.00
ekgufoxm5lvycipj,0.00
oslomliotyaxkcdh,131.25
hsxcmezx6hshsp5y,0.00
q3arinda6njus65y,0.00
jfjfehnsbg4vpmb5,0.00
5qgz6wbbjwtemo4v,0.00
uoprsgi2367qv6rr,84.48
5yh2uskymnbyswij,0.00
gqfnlcz2er4fv6by,0.00
tps7xk3m45z34soz,0.00
alephqkycu4e2uhq,191.95
mpfueg4uivypu7zn,180.00
uwit3v7qo62vyt5w,0.00
dd64akfukaonvqj2,0.00
3eaxbtu7yvy77azp,0.00
rwrcheyfnv7zmsag,0.00
5ggkpxgguymvkonm,0.00
dksjapvdit2frtdp,0.00
h7prrhjrn76pxphi,0.00
oakglngpzbc6ypnu,79.95
covbrqfxj4iiv3sy,0.00
ctftt7fba6tpvxjv,0.00
wlqjqh6rbg2ym7e7,532.53
qruez6u7cbkucen5,53.95
tkkunihvpbtuit3t,220.81
qomljsok2qo7h7x3,0.00
ounhqywyllw7j3qm,0.00
3b4h34424zcvmxzd,0.00
ooalqt4qe5g6ipgz,0.00
spaefsiv5zcdnzap,0.00
a33rwgqvwwq6map4,0.00
bnkfkcoj7hpfn5ip,0.00
ghhfcr75en347lpf,0.00
wkiujoycdtuspcyd,0.00
2ohvdhzox65k7boc,193.81
chk3qn2g5lnyci23,0.00
ij5qftmvdavwfib4,0.00
rlxdn5t32ksl3emp,29.95
iq66rz3lqktf2qlv,0.00
aojalojoh3i3fr5y,0.00
4jww3fiij6i4hsoz,0.00
dfelogkvux2sda3m,293.45
xpynkohjehcdit2z,0.00
haptp4tpj7kfi4zz,0.00
xfc2cafpszbsh43x,26.85
jm66axdoz7mlrsam,0.00
wokbzftkefjx6txc,0.00
mejq3zoobc463kla,129.90
kakii3hfixbh34tg,0.00
rt2n7wxss5xrj2co,0.00
yibirysfpaz72hlv,188.71
fc2zn2pna4ktvvij,0.00
cg7mm6hiiqmumau5,0.00
4vgcppypcgqznc2h,311.87
shflr6esczoyw2hr,0.00
7qqfmsih7uf5bdbq,35.95
sp7rlzrvocbhrpbn,0.00
cousauifyodcnyyq,439.55
lzenuwko5pgwyu5w,0.00
wznfbxf4alhpsyyy,0.00
yr3wqnkecxqpus7g,0.00
vlsace5qiughkunr,0.00
s54dobwetcvrhlm5,0.00
uakaqb5hoazmakhj,0.00
x6xf5vgjbq4plosx,0.00
jl5vund75esqwsrf,0.00
xujqnuvkkw4xssuq,75.95
4ms443n6km43nzak,0.00
dwwqeax4nw6xcbz3,0.00
6652ecoocjhm4dhc,0.00
b2ecps5mfpweaxg4,128.90
qu7v6gplikkjlv6k,44.96
yglu6idi5jowlpjx,62.95
njwj7kj7vj36a2l7,0.00
vxdbk3hzfkwbsluk,440.78
s33upj7hzcogwtlb,0.00
uwv5srb3ou753qac,0.00
krxmydyimsqaatwe,0.00
vmsj6qoipnujlujo,0.00
g6uhzzm2xel7sgvk,249.21
pksihgwn5qvth3u3,0.00
2pvmafc7yfsqs73q,0.00
dpjrh6fvslazo4jw,0.00
gpidoysenjdw7its,868.07
ffswjijtjytuhfqn,310.55
tj4y4lmryue52na6,26.98
ocnrehjffaco3cbg,0.00
6dj2jvu4kaonrho3,0.00
67zfvksdcb2srbn7,0.00
pxbo7jx56toq2h6z,0.00
udzslkfshgnlw5yr,979.22
s666qnlji64ztdyz,233.96
6hfknwmj5cdbbaek,0.00
wvfyr6drz34vjzvz,42.46
mux6yzshejbx56do,0.00
3swxobem5sffs5sf,0.00
fvwvgsc2kblqpqug,71.96
rnmgq4tnxme6yrru,116.90
fftle5te6c7a7i7m,93.93
oklnnfsww7l722a2,185.35
3c6emqfywjkf5sph,0.00
hccyho3vpk5xnq5t,0.00
rpty2e32vbkl6pca,483.82
7eurwqd2xjoxey54,242.87
j63xvh5yuuevgzfk,0.00
fidwo2tozhqgmida,0.00
54d76mlqhis5vba2,0.00
3jkxyf6lt53situf,0.00
nigrngsmb5wwyfu4,39.97
m7b6tfy4j3kjunja,0.00
livfml7oaflbzmzt,457.60
hq3xe7rcstpvhmbg,0.00
vynem3lawk6km66t,112.50
j5fre7zmilppkc6x,0.00
p4lzvv5ky2jq2kqp,0.00
qoartaia6c3ssgjd,0.00
3wa6fvelichhyutg,0.00
m5tcjgo2e3bhj3ni,0.00
aq3wz66nc7cuy72k,249.22
q5svcrod2qby6anl,82.91
53wl75oruncjsm6b,126.00
tiltrknblc3iabci,101.91
5jfd4i7a7waspovz,0.00
ll66mkwswztwuthm,322.96
frjnmmqolbfrplxe,67.50
agvi3cattxdvtxvn,139.66
zdqwyk5ud2773jkt,0.00
ypnrtjnbcpkawzsp,0.00
ehe2nkby7ypm7apj,35.95
wf2kkfpigfmit76n,188.95
ltkxcqluzwyghmx2,240.23
a5kois5kknaqojwp,0.00
6k3ml7wlmrehcvac,0.00
tuio6ac2dazerhrv,695.11
ongz7otyuqw7japp,200.97
oxhuqcvdpdeaq2xx,245.68
ployhzr32dseyein,0.00
zlrthl2fzop4yudt,0.00
cn7tjxwn5sorizse,0.00
7lzvzpraz3vcmrox,0.00
tsiu7or72qb4jios,0.00
yivuawjt7rkujj4w,0.00
se5jha7jdg3qjopw,0.00
uhqlk5hbcefpllk2,0.00
cjnn6lshy4p2kk45,0.00
6h262wak5lczorp6,0.00
7pghchssyss43tzf,0.00
a7wxhwpozqrnmyat,103.50
pb7rwx6trfydiom7,0.00
6o6vhxtcyeupsd2n,29.95
irfexwdiplebc2eq,0.00
5j7qwxzskz5koydw,0.00
svsh7qz3xsomii2x,127.93
qdgbojh64bs72a75,0.00
g2s5k7bsrmylzhbv,0.00
e2sqemzyswcjxjn6,633.83
wjnzpvcskgqgp24s,55.00
ysy7haejbet256q6,0.00
zlrsqrpk2by6afh2,108.82
amp7uuewgt5rwn4o,0.00
p3lve4au22p25bds,133.47
zlozsswvqi7lz3tp,53.95
gafiib3p2aobifcr,71.96
tuxh374gobh3ah7t,0.00
u5wjkuyu3vjkdztm,0.00
tqgyjrzkuajsr4ur,0.00
35v77xu7kjwfjbly,0.00
wuowdtkpyet55bp6,0.00
pau4l2gxjcbr653h,0.00
hfzbglrjaoiohumt,0.00
cbgossi2eyq4c5cn,0.00
ilqs45vd2f7qvar5,0.00
v4ikvwe6dthlv4ov,0.00
qjegft6nxvsebikr,0.00
mbmgrvs3gvyx4z5z,538.47
5mayvvyfhlfcaauq,0.00
ekvq7v3sxmurovbp,89.95
hgp62yot3sbf3yev,0.00
bnohulmjgxz2y63n,159.91
q3uw4ujemantkc3s,0.00
ywd2gacdsuapdaoy,0.00
3lnvihw2dgwwzlkg,0.00
bopk2t5ikdxvixbi,0.00
crkdxzkyybr55f3k,160.00
fukfhed65noup5gu,0.00
o4ndgr6g4x5wr4vz,0.00
wgln2qefkl2tzbzl,144.50
d6vgezgn2s3tbnru,0.00
zlfw77dllcb67jwa,297.80
vmnugufcckbhg2gq,0.00
ermxl32r2slzjkjo,0.00
diuocsej2untromg,0.00
2ircu7wgi4ngcabm,267.87
qdq6k6yztatxlb2f,0.00
grz5kqb2lml2olm4,0.00
fyz4hkzss6fh7ywb,124.66
3zgbnt54m6bz4eil,384.58
z74l4jnbgle2ze3x,65.90
cdudd4nnbwmuilyt,42.98
haddnlfqynqxlggp,0.00
2lz52c5qny4tyalt,0.00
vmtrgmte55ixkwz2,0.00
krc2fsior2sevttx,0.00
wwleffltpcjidrbk,0.00
6yuhjsnrf5nfvks5,331.20
ub35qipmvupak5w3,96.07
v22hwtkgjvpjenyn,203.25
eqhrduqg7sjrzjpa,45.95
ftlceicoajcr4uul,255.00
uwu2iularmpnnzc3,62.95
2xwayq6v27crbhcz,697.91
xwu6a7wwf3gkobjg,0.00
67ckh6w2w3b3eld4,0.00
7hd4bimndvzgltti,363.83
ximz46otv53742ca,0.00
bu6fws3gaikzumhw,271.39
ssvn4iq7zojvpqnc,0.00
yh2mtd3s3wkieugf,0.00
mry2rsqxasck63zb,284.96
xb6vmnbk2pg7tytp,461.54
o4ehzmqieem7aa7e,208.20
plka6bihchexqxsp,0.00
p3wpuavanq3zfv47,39.95
oha7nj6n5l42fzik,41.96
xeispyfq5xu27yc3,0.00
xekxnnhghd6cywuv,26.95
ul2uznsaygil7ztn,0.00
n257zecxchqxptrq,0.00
p55vlxm6mjkdit62,159.90
heuakyui4apssswy,0.00
cnwrckcj7ldyq3wf,0.00
xng6hobledpcgbqk,0.00
rai4igy6a762cnl5,0.00
ccm6ssmldkg4dnpb,0.00
kftsps3ilra2afaa,0.00
kc3qbhp3myz5pirv,0.00
rklufat7wp2rhcnk,0.00
pmvfwgogl6l4xnlx,0.00
4uosnnm2pvbf6a5s,110.00
f24nj5jxj3zjkgn3,0.00
r3a5ss6mqdvjcqzc,0.00
fv25zvw3luzxptip,0.00
3v6zpddzvialp3kc,116.91
vwo64ezyymnqjbgf,565.20
5hnpv7l2cuwfgwyq,0.00
lp4ukdfw73wxxgb3,0.00
qv2o42b7biwq5ls5,0.00
n7cidb2enw7h3jtr,0.00
yo2ptx4ye7oopnnk,619.92
kjenmxw5bl647x3w,454.86
3k7soiyuenonjyv3,523.87
ofjd33vm57rnx4bd,0.00
rvlzusk5tnqapi2v,0.00
f5yenmkbrxnmvpyh,0.00
b5moiehxvsonjqv2,296.35
jjz7ttz3tqpje6cj,259.90
raqpqswbjyj6cegq,140.51
vt6fg4wp3upul65j,320.84
bcjm47oytd32l2aj,0.00
dz2phaplkw6tuhxe,0.00
yymk35aqhwvyjbcx,243.50
tivezrvfsgye6yfb,0.00
45zgbniu6abtn55p,0.00
hbrgontpj3f7v6ko,0.00
j22cci3z6ewzrlvo,234.76
laocxrzmx73xn55y,0.00
yj4fmiqsnjildkay,85.95
ikt3tva4hwenid6x,0.00
2vuqb7pnyqzdqodb,67.30
bhlo7ndrbxfet5qd,338.66
aiyc77enaezuadsv,0.00
rkgpadvhikmf2t76,0.00
z6fhndr5yezqnqvx,506.51
5fbfvlz4fegj6ia4,141.64
d44362gf7svcbuh5,423.70
sp42c2fci5xcnil3,129.88
ctpbvxbo25cfhdao,0.00
hmud3osshhacvkxo,26.95
vbogrtyqjsz363lx,263.65
2vul4dezytowpqh2,0.00
kdd6i6clxbw2ssuf,0.00
3oqhlkqagq6npj4b,1180.51
f64yq4h2rz7twcdp,104.30
dh5ds66mgy6kkjva,0.00
wd5utjacuxbcvkvq,0.00
j7bktuavkkapsvjp,0.00
znyjpfsshptao3aw,431.33
6yxtgxlw3yns23jb,45.47
5ufmxord57k6z7nn,0.00
3iw4qopv6ozmhqc3,0.00
6ay7bpuroibto4qn,398.10
5z73ibaap3mdof7z,59.46
twg3uulyti6zfbws,146.27
srsedqowrqicp3su,132.00
ynhd2proowrpclwp,0.00
lxlrfgk6qcic4iij,0.00
tagez7fqqwyrbop4,71.96
zwcujicyenuibu4f,50.37
u4ogl43vbp7a6am3,188.20
bypgxfcksc5jqejb,0.00
bzoiwjfmzmk4lpe4,0.00
yzzk7e5mdypkvgdh,104.90
xbbwpf3gk4tw5u5z,0.00
qtuurhe6sn3irdqo,0.00
izatmxvyhr3m4f2v,0.00
vwa2cqjps7l54r45,0.00
dyxhar5sfi66hf2b,0.00
qlwdfgm4p2jsczvu,362.45
t67vwo6vj7kgwqfd,61.94
qanyiif544vkbazw,152.95
62zait7ucs6gv5mt,59.35
g6cmwmp3777kyu24,0.00
w4vjtnhbwm4wtgf4,0.00
ht6wir7kvi4yzymx,0.00
jss54ddjvmv2p2cd,29.95
lvqsmkdmsbet67nf,0.00
th5zccoyh2npp62i,120.31
ffw3gjdj3wmtbhjr,51.12
ax6ecwmwlgeuqipk,44.95
elzchiemp455yc6b,175.05
y7k2hzlf75rhpopl,483.86
s2lilkwgdehgqrwz,0.00
wi7etmvsc6da2j2w,0.00
skxutqcs3rcagmho,0.00
w5nemdnhmdw6gsgj,325.95
3euogyb56a3fomsh,20.45
xl3g4fkb3v7veafl,0.00
igd3yybswda32tsy,45.57
s2kj4izwqf2dtcrn,57.96
6l553vwl7ibtsmvt,256.87
5sbe2crpa6jsdzcr,0.00
4sltsmcjxbwphcue,29.95
lchtuq77w7zbdgtl,444.61
ah5bcbtzp5lgrpng,106.94
uxh6f46czvepha27,0.00
r4ydei6lh4zg25mt,0.00
vlqepnq257pj2s3q,69.95
5dfyigylz6ksicz7,0.00
3givelwzjxltocok,0.00
t2kzevuqsqpqswfw,0.00
43tfchtckjilrao7,429.72
ifu6erxjthvnbsw3,76.46
ds7dfydht3uuovxi,0.00
7tdbnrhewcldnep6,0.00
yibe22zsdsqg5a5q,142.05
n63witk736omqqgv,295.20
igscutynquxjjrgd,158.90
uen24mado2vc4ahi,0.00
eu3fd6c7ek6c6fi2,155.90
jnj62vtasr53jqqy,0.00
xx6k6dzsx4afw6un,140.00
sgdhnjfsqveuihaj,0.00
wx4p553z7pmx4po5,0.00
np3lc7bnitscch2v,71.95
